eventTime,eventSource,eventName,awsRegion,sourceIPAddress,userAgent,errorCode,errorMessage,userIdentity.type,userIdentity.userName,userIdentity.arn,userIdentity.principalId,userIdentity.accountId,userIdentity.accessKeyId,requestParameters.userName,requestParameters.region,responseElements.status
2025-01-24T06:35:00Z,ec2.amazonaws.com,PutObject,eu-west-1,255.211.46.208,aws-sdk-go/1.44,,,IAMUser,Arjun,arn:aws:iam::123456789012:user/Arjun,AIDA51764,123456789012,AKIA10609,Arjun,eu-west-1,Success
2025-01-19T10:11:00Z,iam.amazonaws.com,StopInstances,eu-west-1,137.112.145.5,console.amazonaws.com,,,IAMUser,Ananya,arn:aws:iam::123456789012:user/Ananya,AIDA16832,123456789012,AKIA66281,Ananya,eu-west-1,Failed
2025-01-12T21:46:00Z,cloudtrail.amazonaws.com,CreateUser,us-east-1,179.248.167.156,Boto3/1.34,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA74068,123456789012,AKIA62902,Ayaan,us-east-1,Failed
2025-01-03T15:12:00Z,iam.amazonaws.com,AttachUserPolicy,ap-southeast-1,251.35.220.123,aws-sdk-java/1.12,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA12804,123456789012,AKIA69507,Kiran,ap-southeast-1,Failed
2025-01-02T09:01:00Z,cloudtrail.amazonaws.com,TerminateInstances,us-west-2,247.179.120.11,aws-sdk-go/1.44,,,IAMUser,Sahana,arn:aws:iam::123456789012:user/Sahana,AIDA41512,123456789012,AKIA59967,Sahana,us-west-2,Failed
2025-01-24T20:26:00Z,s3.amazonaws.com,DeleteTrail,eu-west-1,139.15.83.249,console.amazonaws.com,,,IAMUser,Krishna,arn:aws:iam::123456789012:user/Krishna,AIDA51214,123456789012,AKIA15900,Krishna,eu-west-1,Failed
2025-01-08T10:33:00Z,cloudtrail.amazonaws.com,TerminateInstances,ap-south-1,222.34.240.250,aws-sdk-java/1.12,,,IAMUser,Krishna,arn:aws:iam::123456789012:user/Krishna,AIDA93009,123456789012,AKIA66392,Krishna,ap-south-1,Success
2025-01-31T15:46:00Z,ec2.amazonaws.com,TerminateInstances,us-west-2,22.145.233.26,console.amazonaws.com,,,IAMUser,Arjun,arn:aws:iam::123456789012:user/Arjun,AIDA13377,123456789012,AKIA98738,Arjun,us-west-2,Success
2025-01-30T20:39:00Z,s3.amazonaws.com,GetObject,us-east-1,214.20.110.6,console.amazonaws.com,,,IAMUser,Vivaan,arn:aws:iam::123456789012:user/Vivaan,AIDA21876,123456789012,AKIA40037,Vivaan,us-east-1,Success
2025-01-29T16:31:00Z,iam.amazonaws.com,CreateBucket,ap-south-1,167.241.149.174,aws-sdk-go/1.44,,,IAMUser,Diya,arn:aws:iam::123456789012:user/Diya,AIDA98972,123456789012,AKIA75745,Diya,ap-south-1,Success
2025-01-01T04:42:00Z,ec2.amazonaws.com,ConsoleLogin,us-east-1,12.122.88.159,aws-sdk-java/1.12,,,IAMUser,Vihaan,arn:aws:iam::123456789012:user/Vihaan,AIDA93042,123456789012,AKIA48038,Vihaan,us-east-1,Failed
2025-01-17T17:14:00Z,cloudtrail.amazonaws.com,ConsoleLogin,us-west-2,146.98.106.39,Boto3/1.34,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA99373,123456789012,AKIA74871,Ayaan,us-west-2,Success
2025-01-25T22:48:00Z,cloudtrail.amazonaws.com,UpdateTrail,eu-west-1,3.170.64.230,console.amazonaws.com,,,IAMUser,Sahana,arn:aws:iam::123456789012:user/Sahana,AIDA98019,123456789012,AKIA55023,Sahana,eu-west-1,Failed
2025-01-25T22:27:00Z,s3.amazonaws.com,CreateBucket,ap-southeast-1,206.165.190.152,aws-cli/2.15.0 Python/3.11,,,IAMUser,Sahana,arn:aws:iam::123456789012:user/Sahana,AIDA52179,123456789012,AKIA14394,Sahana,ap-southeast-1,Failed
2025-01-30T16:55:00Z,s3.amazonaws.com,GetObject,eu-west-1,1.22.182.253,aws-cli/2.15.0 Python/3.11,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA53582,123456789012,AKIA56575,Ayaan,eu-west-1,Success
2025-01-28T21:07:00Z,iam.amazonaws.com,DeleteBucket,us-west-2,63.47.93.143,aws-sdk-go/1.44,,,IAMUser,Saanvi,arn:aws:iam::123456789012:user/Saanvi,AIDA72093,123456789012,AKIA77899,Saanvi,us-west-2,Success
2025-01-04T09:13:00Z,s3.amazonaws.com,RunInstances,ap-southeast-1,106.120.80.164,aws-sdk-go/1.44,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA21551,123456789012,AKIA81840,Aarav,ap-southeast-1,Success
2025-01-12T21:46:00Z,s3.amazonaws.com,GetObject,eu-west-1,66.44.133.54,aws-sdk-go/1.44,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA87247,123456789012,AKIA74311,Ishita,eu-west-1,Failed
2025-01-11T04:02:00Z,iam.amazonaws.com,StopInstances,us-west-2,95.126.55.41,Boto3/1.34,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA11143,123456789012,AKIA39350,Rajesh,us-west-2,Failed
2025-01-20T16:53:00Z,s3.amazonaws.com,PutObject,ap-south-1,183.206.196.46,Boto3/1.34,,,IAMUser,Suresh,arn:aws:iam::123456789012:user/Suresh,AIDA98969,123456789012,AKIA26513,Suresh,ap-south-1,Failed
2025-01-30T15:42:00Z,ec2.amazonaws.com,DeleteUser,us-west-2,15.130.141.240,aws-sdk-java/1.12,,,IAMUser,Priya,arn:aws:iam::123456789012:user/Priya,AIDA35751,123456789012,AKIA59841,Priya,us-west-2,Failed
2025-01-22T15:21:00Z,ec2.amazonaws.com,ConsoleLogin,us-west-2,218.214.39.119,aws-cli/2.15.0 Python/3.11,,,IAMUser,Vivaan,arn:aws:iam::123456789012:user/Vivaan,AIDA44889,123456789012,AKIA34043,Vivaan,us-west-2,Success
2025-01-04T08:45:00Z,s3.amazonaws.com,DeleteBucket,us-east-1,247.38.74.36,aws-cli/2.15.0 Python/3.11,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA59150,123456789012,AKIA21923,Kiran,us-east-1,Failed
2025-01-09T00:00:00Z,s3.amazonaws.com,ListBuckets,ap-southeast-1,137.78.164.118,aws-sdk-java/1.12,,,IAMUser,Meera,arn:aws:iam::123456789012:user/Meera,AIDA81809,123456789012,AKIA89449,Meera,ap-southeast-1,Failed
2025-01-01T07:13:00Z,cloudtrail.amazonaws.com,UpdateTrail,ap-south-1,19.35.215.72,Boto3/1.34,,,IAMUser,Aditya,arn:aws:iam::123456789012:user/Aditya,AIDA72490,123456789012,AKIA73138,Aditya,ap-south-1,Success
2025-01-17T08:17:00Z,s3.amazonaws.com,CreateRole,us-east-1,199.63.196.143,Boto3/1.34,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA15669,123456789012,AKIA54936,Ishita,us-east-1,Failed
2025-01-12T19:56:00Z,s3.amazonaws.com,DeleteUser,eu-west-1,8.194.218.82,aws-cli/2.15.0 Python/3.11,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA84082,123456789012,AKIA60042,Aarav,eu-west-1,Success
2025-01-27T18:15:00Z,s3.amazonaws.com,CreateRole,us-west-2,111.159.51.121,aws-sdk-java/1.12,,,IAMUser,Sahana,arn:aws:iam::123456789012:user/Sahana,AIDA80533,123456789012,AKIA75011,Sahana,us-west-2,Failed
2025-01-04T09:36:00Z,s3.amazonaws.com,CreateUser,us-west-2,242.235.87.115,aws-sdk-go/1.44,AccessDenied,User is not authorized to perform this action,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA72613,123456789012,AKIA75720,Ishita,us-west-2,Failed
2025-01-22T17:17:00Z,s3.amazonaws.com,StartInstances,us-west-2,147.79.131.41,aws-sdk-go/1.44,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA97238,123456789012,AKIA18808,Rajesh,us-west-2,Failed
2025-01-17T03:33:00Z,cloudtrail.amazonaws.com,CreateBucket,eu-west-1,218.149.54.55,console.amazonaws.com,,,IAMUser,Madhav,arn:aws:iam::123456789012:user/Madhav,AIDA75764,123456789012,AKIA46028,Madhav,eu-west-1,Failed
2025-01-25T08:08:00Z,cloudtrail.amazonaws.com,CreateUser,ap-southeast-1,57.56.193.144,aws-cli/2.15.0 Python/3.11,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA80789,123456789012,AKIA52190,Kiran,ap-southeast-1,Failed
2025-01-12T22:36:00Z,cloudtrail.amazonaws.com,StopInstances,ap-south-1,59.44.95.2,aws-cli/2.15.0 Python/3.11,AccessDenied,User is not authorized to perform this action,IAMUser,Sahana,arn:aws:iam::123456789012:user/Sahana,AIDA18278,123456789012,AKIA62757,Sahana,ap-south-1,Failed
2025-01-22T00:01:00Z,s3.amazonaws.com,StopInstances,us-west-2,41.63.34.145,aws-sdk-go/1.44,UnauthorizedOperation,Access denied for user,IAMUser,Diya,arn:aws:iam::123456789012:user/Diya,AIDA22677,123456789012,AKIA96722,Diya,us-west-2,Failed
2025-01-30T13:28:00Z,s3.amazonaws.com,CreateUser,ap-south-1,108.98.73.70,console.amazonaws.com,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA20560,123456789012,AKIA44709,Ayaan,ap-south-1,Success
2025-01-16T03:49:00Z,iam.amazonaws.com,DeleteTrail,us-west-2,216.57.75.21,aws-sdk-go/1.44,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA46864,123456789012,AKIA37061,Rajesh,us-west-2,Success
2025-01-18T15:59:00Z,ec2.amazonaws.com,DeleteTrail,eu-west-1,18.195.67.121,aws-sdk-go/1.44,,,IAMUser,Saanvi,arn:aws:iam::123456789012:user/Saanvi,AIDA49295,123456789012,AKIA25832,Saanvi,eu-west-1,Failed
2025-01-31T03:22:00Z,cloudtrail.amazonaws.com,CreateBucket,us-east-1,130.32.254.220,aws-sdk-go/1.44,,,IAMUser,Meera,arn:aws:iam::123456789012:user/Meera,AIDA50014,123456789012,AKIA81912,Meera,us-east-1,Failed
2025-01-25T02:17:00Z,cloudtrail.amazonaws.com,StopInstances,ap-south-1,232.180.200.167,aws-sdk-java/1.12,,,IAMUser,Krishna,arn:aws:iam::123456789012:user/Krishna,AIDA68228,123456789012,AKIA82359,Krishna,ap-south-1,Failed
2025-01-10T15:24:00Z,iam.amazonaws.com,ListBuckets,us-west-2,12.124.107.58,aws-cli/2.15.0 Python/3.11,,,IAMUser,Ishaan,arn:aws:iam::123456789012:user/Ishaan,AIDA86731,123456789012,AKIA60348,Ishaan,us-west-2,Failed
2025-01-23T15:43:00Z,ec2.amazonaws.com,CreateRole,eu-west-1,128.21.123.221,Boto3/1.34,,,IAMUser,Meera,arn:aws:iam::123456789012:user/Meera,AIDA30727,123456789012,AKIA86976,Meera,eu-west-1,Failed
2025-01-16T03:46:00Z,s3.amazonaws.com,ConsoleLogin,us-east-1,7.112.168.39,aws-cli/2.15.0 Python/3.11,,,IAMUser,Ishaan,arn:aws:iam::123456789012:user/Ishaan,AIDA52361,123456789012,AKIA21416,Ishaan,us-east-1,Failed
2025-01-05T22:56:00Z,s3.amazonaws.com,RunInstances,ap-south-1,66.237.66.107,console.amazonaws.com,,,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA11326,123456789012,AKIA64788,Aarav,ap-south-1,Failed
2025-01-05T17:53:00Z,s3.amazonaws.com,DeleteTrail,us-west-2,29.220.175.20,Boto3/1.34,,,IAMUser,Saanvi,arn:aws:iam::123456789012:user/Saanvi,AIDA16601,123456789012,AKIA40196,Saanvi,us-west-2,Success
2025-01-12T03:57:00Z,ec2.amazonaws.com,CreateBucket,us-west-2,29.150.44.181,aws-cli/2.15.0 Python/3.11,AccessDenied,You lack the required permissions,IAMUser,Saanvi,arn:aws:iam::123456789012:user/Saanvi,AIDA75226,123456789012,AKIA33031,Saanvi,us-west-2,Failed
2025-01-31T23:47:00Z,ec2.amazonaws.com,AttachUserPolicy,eu-west-1,148.84.48.179,aws-sdk-java/1.12,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA93319,123456789012,AKIA57630,Ayaan,eu-west-1,Success
2025-01-26T23:01:00Z,s3.amazonaws.com,StopInstances,ap-south-1,232.16.116.174,aws-sdk-java/1.12,,,IAMUser,Krishna,arn:aws:iam::123456789012:user/Krishna,AIDA18148,123456789012,AKIA37623,Krishna,ap-south-1,Success
2025-01-04T18:57:00Z,cloudtrail.amazonaws.com,DeleteTrail,eu-west-1,202.209.43.146,console.amazonaws.com,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA32880,123456789012,AKIA18568,Ayaan,eu-west-1,Failed
2025-01-27T07:42:00Z,ec2.amazonaws.com,DeleteUser,ap-south-1,20.54.85.14,console.amazonaws.com,,,IAMUser,Vivaan,arn:aws:iam::123456789012:user/Vivaan,AIDA51341,123456789012,AKIA42894,Vivaan,ap-south-1,Failed
2025-01-11T21:16:00Z,cloudtrail.amazonaws.com,RunInstances,ap-south-1,117.248.209.72,Boto3/1.34,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA60390,123456789012,AKIA35652,Rajesh,ap-south-1,Success
2025-01-04T18:02:00Z,iam.amazonaws.com,CreateBucket,us-west-2,166.170.85.241,console.amazonaws.com,,,IAMUser,Aditya,arn:aws:iam::123456789012:user/Aditya,AIDA70480,123456789012,AKIA20528,Aditya,us-west-2,Success
2025-01-28T01:30:00Z,ec2.amazonaws.com,DeleteUser,eu-west-1,132.250.131.188,aws-sdk-go/1.44,,,IAMUser,Priya,arn:aws:iam::123456789012:user/Priya,AIDA24230,123456789012,AKIA11783,Priya,eu-west-1,Success
2025-01-07T01:15:00Z,s3.amazonaws.com,GetObject,ap-southeast-1,120.151.173.154,aws-sdk-java/1.12,,,IAMUser,Tara,arn:aws:iam::123456789012:user/Tara,AIDA58088,123456789012,AKIA53068,Tara,ap-southeast-1,Success
2025-01-25T21:41:00Z,ec2.amazonaws.com,CreateAccessKey,eu-west-1,174.137.144.131,console.amazonaws.com,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA73270,123456789012,AKIA39205,Kiran,eu-west-1,Failed
2025-01-13T13:50:00Z,ec2.amazonaws.com,PutObject,us-east-1,210.21.148.128,Boto3/1.34,,,IAMUser,Tara,arn:aws:iam::123456789012:user/Tara,AIDA25878,123456789012,AKIA67038,Tara,us-east-1,Success
2025-01-08T17:18:00Z,ec2.amazonaws.com,StartInstances,us-east-1,229.70.85.93,Boto3/1.34,,,IAMUser,Ananya,arn:aws:iam::123456789012:user/Ananya,AIDA72127,123456789012,AKIA59229,Ananya,us-east-1,Failed
2025-01-19T14:58:00Z,cloudtrail.amazonaws.com,CreateAccessKey,us-west-2,104.36.170.218,Boto3/1.34,,,IAMUser,Suresh,arn:aws:iam::123456789012:user/Suresh,AIDA62781,123456789012,AKIA25282,Suresh,us-west-2,Failed
2025-01-29T21:15:00Z,s3.amazonaws.com,UpdateTrail,ap-southeast-1,141.43.231.16,console.amazonaws.com,,,IAMUser,Sai,arn:aws:iam::123456789012:user/Sai,AIDA52098,123456789012,AKIA36808,Sai,ap-southeast-1,Failed
2025-01-18T12:15:00Z,cloudtrail.amazonaws.com,CreateAccessKey,ap-southeast-1,72.159.255.224,aws-sdk-java/1.12,,,IAMUser,Vivaan,arn:aws:iam::123456789012:user/Vivaan,AIDA72137,123456789012,AKIA70913,Vivaan,ap-southeast-1,Failed
2025-01-22T19:52:00Z,ec2.amazonaws.com,CreateRole,us-east-1,142.196.34.244,Boto3/1.34,UnauthorizedOperation,You lack the required permissions,IAMUser,Aarav,arn:aws:iam::123456789012:user/Aarav,AIDA84105,123456789012,AKIA61698,Aarav,us-east-1,Failed
2025-01-05T00:09:00Z,s3.amazonaws.com,CreateAccessKey,ap-southeast-1,70.50.82.21,Boto3/1.34,,,IAMUser,Vivaan,arn:aws:iam::123456789012:user/Vivaan,AIDA36632,123456789012,AKIA56873,Vivaan,ap-southeast-1,Failed
2025-01-24T08:27:00Z,iam.amazonaws.com,PutObject,us-west-2,60.176.244.212,aws-cli/2.15.0 Python/3.11,,,IAMUser,Meera,arn:aws:iam::123456789012:user/Meera,AIDA88965,123456789012,AKIA24987,Meera,us-west-2,Success
2025-01-22T06:41:00Z,s3.amazonaws.com,ListBuckets,us-west-2,84.196.55.168,aws-sdk-java/1.12,,,IAMUser,Madhav,arn:aws:iam::123456789012:user/Madhav,AIDA83689,123456789012,AKIA34065,Madhav,us-west-2,Success
2025-01-20T02:24:00Z,cloudtrail.amazonaws.com,RunInstances,ap-south-1,223.176.200.125,Boto3/1.34,,,IAMUser,Vihaan,arn:aws:iam::123456789012:user/Vihaan,AIDA60909,123456789012,AKIA50601,Vihaan,ap-south-1,Success
2025-01-07T06:34:00Z,ec2.amazonaws.com,DeleteTrail,ap-southeast-1,65.164.149.181,Boto3/1.34,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA33879,123456789012,AKIA37490,Kiran,ap-southeast-1,Failed
2025-01-12T00:56:00Z,iam.amazonaws.com,CreateAccessKey,eu-west-1,102.172.190.222,aws-cli/2.15.0 Python/3.11,,,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA87927,123456789012,AKIA75067,Rajesh,eu-west-1,Failed
2025-01-28T04:59:00Z,iam.amazonaws.com,AttachUserPolicy,ap-southeast-1,237.128.176.160,aws-sdk-go/1.44,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA99911,123456789012,AKIA12891,Vidya,ap-southeast-1,Failed
2025-01-15T12:01:00Z,ec2.amazonaws.com,CreateRole,us-east-1,28.36.248.204,aws-sdk-java/1.12,,,IAMUser,Ishaan,arn:aws:iam::123456789012:user/Ishaan,AIDA79773,123456789012,AKIA26469,Ishaan,us-east-1,Success
2025-01-17T09:15:00Z,s3.amazonaws.com,PutObject,eu-west-1,217.105.116.243,Boto3/1.34,,,IAMUser,Ananya,arn:aws:iam::123456789012:user/Ananya,AIDA58325,123456789012,AKIA99676,Ananya,eu-west-1,Failed
2025-01-09T15:12:00Z,iam.amazonaws.com,StartInstances,ap-south-1,104.177.19.111,aws-sdk-java/1.12,,,IAMUser,Ananya,arn:aws:iam::123456789012:user/Ananya,AIDA72684,123456789012,AKIA13303,Ananya,ap-south-1,Success
2025-01-15T01:28:00Z,s3.amazonaws.com,CreateBucket,ap-south-1,127.115.217.165,aws-sdk-go/1.44,,,IAMUser,Suresh,arn:aws:iam::123456789012:user/Suresh,AIDA78454,123456789012,AKIA92398,Suresh,ap-south-1,Failed
2025-01-06T15:14:00Z,cloudtrail.amazonaws.com,CreateBucket,ap-southeast-1,205.239.253.99,aws-sdk-go/1.44,,,IAMUser,Sai,arn:aws:iam::123456789012:user/Sai,AIDA76361,123456789012,AKIA49629,Sai,ap-southeast-1,Success
2025-01-09T12:09:00Z,ec2.amazonaws.com,ListBuckets,eu-west-1,247.67.114.136,Boto3/1.34,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA42478,123456789012,AKIA35575,Ishita,eu-west-1,Failed
2025-01-16T05:33:00Z,cloudtrail.amazonaws.com,RunInstances,ap-southeast-1,173.19.82.4,Boto3/1.34,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA11203,123456789012,AKIA74525,Vidya,ap-southeast-1,Failed
2025-01-27T00:25:00Z,ec2.amazonaws.com,CreateBucket,ap-southeast-1,29.228.11.175,aws-sdk-java/1.12,,,IAMUser,Vihaan,arn:aws:iam::123456789012:user/Vihaan,AIDA23530,123456789012,AKIA30542,Vihaan,ap-southeast-1,Success
2025-01-09T07:44:00Z,iam.amazonaws.com,GetObject,us-east-1,115.161.43.214,aws-cli/2.15.0 Python/3.11,,,IAMUser,Meera,arn:aws:iam::123456789012:user/Meera,AIDA72868,123456789012,AKIA61403,Meera,us-east-1,Failed
2025-01-11T11:21:00Z,ec2.amazonaws.com,TerminateInstances,ap-southeast-1,228.16.183.217,Boto3/1.34,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA80855,123456789012,AKIA83134,Kiran,ap-southeast-1,Success
2025-01-16T11:30:00Z,s3.amazonaws.com,DeleteBucket,us-east-1,166.91.93.85,aws-sdk-go/1.44,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA94064,123456789012,AKIA89703,Ayaan,us-east-1,Success
2025-01-23T18:34:00Z,s3.amazonaws.com,CreateUser,us-west-2,234.1.219.180,Boto3/1.34,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA67029,123456789012,AKIA88912,Vidya,us-west-2,Success
2025-01-06T00:24:00Z,cloudtrail.amazonaws.com,CreateBucket,us-east-1,8.161.205.228,aws-cli/2.15.0 Python/3.11,,,IAMUser,Diya,arn:aws:iam::123456789012:user/Diya,AIDA87038,123456789012,AKIA74532,Diya,us-east-1,Failed
2025-01-11T22:15:00Z,iam.amazonaws.com,CreateRole,ap-southeast-1,236.16.14.220,aws-sdk-go/1.44,,,IAMUser,Priya,arn:aws:iam::123456789012:user/Priya,AIDA55814,123456789012,AKIA50419,Priya,ap-southeast-1,Success
2025-01-07T19:18:00Z,ec2.amazonaws.com,ConsoleLogin,ap-south-1,92.159.128.57,Boto3/1.34,,,IAMUser,Sahana,arn:aws:iam::123456789012:user/Sahana,AIDA85371,123456789012,AKIA65453,Sahana,ap-south-1,Failed
2025-01-14T22:40:00Z,cloudtrail.amazonaws.com,DeleteBucket,us-west-2,226.15.187.26,Boto3/1.34,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA36503,123456789012,AKIA49273,Vidya,us-west-2,Success
2025-01-16T21:35:00Z,s3.amazonaws.com,CreateRole,ap-southeast-1,178.117.195.94,aws-sdk-go/1.44,,,IAMUser,Arjun,arn:aws:iam::123456789012:user/Arjun,AIDA19441,123456789012,AKIA10836,Arjun,ap-southeast-1,Failed
2025-01-29T07:00:00Z,s3.amazonaws.com,StartInstances,ap-south-1,80.156.142.162,Boto3/1.34,UnauthorizedOperation,Access denied for user,IAMUser,Rajesh,arn:aws:iam::123456789012:user/Rajesh,AIDA11592,123456789012,AKIA67107,Rajesh,ap-south-1,Failed
2025-01-26T08:20:00Z,ec2.amazonaws.com,AttachUserPolicy,eu-west-1,148.108.96.9,aws-sdk-go/1.44,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA89350,123456789012,AKIA78076,Vidya,eu-west-1,Success
2025-01-16T05:10:00Z,s3.amazonaws.com,CreateBucket,us-west-2,38.90.190.48,aws-sdk-java/1.12,,,IAMUser,Tara,arn:aws:iam::123456789012:user/Tara,AIDA71431,123456789012,AKIA19090,Tara,us-west-2,Failed
2025-01-30T04:10:00Z,ec2.amazonaws.com,CreateBucket,eu-west-1,201.29.36.187,Boto3/1.34,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA64012,123456789012,AKIA78790,Vidya,eu-west-1,Failed
2025-01-27T16:18:00Z,iam.amazonaws.com,DeleteTrail,eu-west-1,112.22.100.209,console.amazonaws.com,,,IAMUser,Rohan,arn:aws:iam::123456789012:user/Rohan,AIDA44004,123456789012,AKIA61576,Rohan,eu-west-1,Success
2025-01-23T18:49:00Z,s3.amazonaws.com,StartInstances,eu-west-1,225.156.157.149,Boto3/1.34,,,IAMUser,Vidya,arn:aws:iam::123456789012:user/Vidya,AIDA90566,123456789012,AKIA15302,Vidya,eu-west-1,Failed
2025-01-24T19:26:00Z,ec2.amazonaws.com,ConsoleLogin,ap-south-1,113.218.4.214,aws-sdk-go/1.44,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA31943,123456789012,AKIA49344,Ishita,ap-south-1,Failed
2025-01-16T23:17:00Z,ec2.amazonaws.com,CreateBucket,us-west-2,158.46.2.251,Boto3/1.34,,,IAMUser,Aditya,arn:aws:iam::123456789012:user/Aditya,AIDA96098,123456789012,AKIA24708,Aditya,us-west-2,Failed
2025-01-31T02:35:00Z,cloudtrail.amazonaws.com,CreateAccessKey,eu-west-1,182.166.126.70,console.amazonaws.com,,,IAMUser,Priya,arn:aws:iam::123456789012:user/Priya,AIDA66714,123456789012,AKIA52373,Priya,eu-west-1,Success
2025-01-17T12:07:00Z,s3.amazonaws.com,UpdateTrail,us-west-2,101.79.244.171,Boto3/1.34,UnauthorizedOperation,You lack the required permissions,IAMUser,Saanvi,arn:aws:iam::123456789012:user/Saanvi,AIDA63622,123456789012,AKIA93953,Saanvi,us-west-2,Failed
2025-01-25T03:57:00Z,ec2.amazonaws.com,DeleteBucket,eu-west-1,127.118.66.167,Boto3/1.34,,,IAMUser,Meera,arn:aws:iam::123456789012:user/Meera,AIDA29708,123456789012,AKIA76598,Meera,eu-west-1,Failed
2025-01-12T07:43:00Z,ec2.amazonaws.com,StartInstances,ap-south-1,44.179.152.218,aws-cli/2.15.0 Python/3.11,,,IAMUser,Vihaan,arn:aws:iam::123456789012:user/Vihaan,AIDA21246,123456789012,AKIA30490,Vihaan,ap-south-1,Failed
2025-01-01T09:48:00Z,s3.amazonaws.com,RunInstances,ap-south-1,11.89.53.94,aws-sdk-go/1.44,,,IAMUser,Ayaan,arn:aws:iam::123456789012:user/Ayaan,AIDA36866,123456789012,AKIA23563,Ayaan,ap-south-1,Failed
2025-01-11T14:39:00Z,iam.amazonaws.com,CreateBucket,ap-south-1,215.132.49.66,aws-sdk-java/1.12,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA40556,123456789012,AKIA52765,Ishita,ap-south-1,Failed
2025-01-31T02:13:00Z,ec2.amazonaws.com,CreateBucket,ap-southeast-1,47.177.199.181,aws-cli/2.15.0 Python/3.11,,,IAMUser,Rohan,arn:aws:iam::123456789012:user/Rohan,AIDA54062,123456789012,AKIA75341,Rohan,ap-southeast-1,Success
2025-01-16T02:51:00Z,cloudtrail.amazonaws.com,GetObject,us-west-2,10.223.132.178,Boto3/1.34,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA91511,123456789012,AKIA39522,Kiran,us-west-2,Success
2025-01-14T20:59:00Z,ec2.amazonaws.com,ConsoleLogin,us-west-2,214.86.65.113,aws-cli/2.15.0 Python/3.11,,,IAMUser,Aditya,arn:aws:iam::123456789012:user/Aditya,AIDA76183,123456789012,AKIA54851,Aditya,us-west-2,Failed
2025-01-02T14:45:00Z,s3.amazonaws.com,CreateUser,us-east-1,149.205.51.183,console.amazonaws.com,,,IAMUser,Ishita,arn:aws:iam::123456789012:user/Ishita,AIDA68337,123456789012,AKIA36989,Ishita,us-east-1,Failed
2025-01-14T15:36:00Z,iam.amazonaws.com,RunInstances,eu-west-1,102.10.95.152,Boto3/1.34,,,IAMUser,Meera,arn:aws:iam::123456789012:user/Meera,AIDA51944,123456789012,AKIA62793,Meera,eu-west-1,Success
2025-01-13T08:05:00Z,ec2.amazonaws.com,TerminateInstances,eu-west-1,208.9.190.118,aws-cli/2.15.0 Python/3.11,,,IAMUser,Kiran,arn:aws:iam::123456789012:user/Kiran,AIDA91922,123456789012,AKIA17924,Kiran,eu-west-1,Failed
2025-01-23T09:59:00Z,ec2.amazonaws.com,GetObject,us-east-1,150.16.25.131,Boto3/1.34,AccessDenied,Access denied for user,IAMUser,Madhav,arn:aws:iam::123456789012:user/Madhav,AIDA66756,123456789012,AKIA32532,Madhav,us-east-1,Failed
